"Obsolète","Code terrain","Toponyme","Type","Date creation","Dernière modification","Date validation","Position","Latitude","Longitude","Altitude","Consignes","Nombre de pistes","Nature première piste","Axe préférentiel première piste","Largeur première piste","Longueur première piste","Orientation première piste","Nature deuxième piste","Axe préférentiel deuxième piste","Largeur deuxième piste","Longueur deuxième piste","Orientation deuxième piste","Radio","Carburant","Facilités","Facilités en clair","Email de contact","Téléphone","Informations complémentaires"
"","LF7121","Sagy","Aérodrome Privé Ouvert aux ULM  Utilisation EPISODIQUE ","8/03/2011","21/09/2017","23/09/2017","46.615451366455, 5.35288528836054","N 46 36 56","E 005 21 10","640 ft","Le terrain est fermé pour réfection de la piste endommagée suite aux différentes sécheresses.Piste fermée pour travaux jusqu'au  1 JUILLET 2018 - POUR INFORMATIONS COMPLÉMENTAIRE : Philippe 07 68 20 20 53","1","herbe","'35","30","550","'17-35","herbe","","","","'Inconnue","Auto-info 123.5","","6,4","Restauration à proximité, Gîte à proximité","philest89@gmail.com","+33 7 68 20 20 53","restauration dans le village de Sagy.HOTEL RESTAURANT LA MALLE POSTE 03 85 74 07 29Le patron de la Malle Poste se propose pour vous emmener à l'hôtel si vous n'avez pas de véhicule.Voilà un service sympas, les chambres sont à 50? et l'ensemble des chambres a été refait c'est très propre et en plus sympathique."
"","LF7124","Le Creusot Le Gros Chaillot","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","26/01/2017","28/01/2017","46.816741311235, 4.401497349209194","N 46 49 00","E 004 24 05","1530 ft","La manche à air est installée sur le hangar. Une autre plus petite (de vol libre) en bout de piste seuil 11. Plate-forme située sur une crête : rouleaux fréquents par vent de S ou de N.  Attention à l'activité modélisme au seuil 29","1","herbe","'1","30","300","'11-29","herbe","","","","'Inconnue","Auto-info 123.5","","5","Camping possible","ph.pigeat@wanadoo.fr","+33 6 27 06 01 39","Plateforme privée. PPR indispensable avant de venir :PIGEAT PHILIPPE  06.27.06.01.39Jérôme Maggiorano : 06 26 61 48 71 Hubert Gautheron : 06 88 50 29 85Sur place, zone de loisirs avec karting et petit train touristique pour Le Creusot."
"oui","LF7126","Les Planues","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","3/07/2015","23/07/2015","46.311667, 4.799443999999994","N 46 18 42","E 004 47 58","","","1","herbe","","","","'Inconnue","herbe","","","","'Inconnue","","","","","","",""
"","LF7151","La Clayette","Base ULM Accès privé","18/06/2011","24/12/2015","20/01/2016","46.302643973398496, 4.297204613685608","N 46 18 10","E 004 17 50","1230 ft","Manche à air seuil 34. Verticale piste à 300 m/sol. TDP à l'EST - à 200m/sol. Attention aux points de passage à respecter:au Sud entre ferme et voie ferréeau Nord en contournant le hameau en haut de pisteVOIR AUSSI onglet 'Infos diverses","1","herbe","'34","20","200","'16-34","herbe","","","","'Inconnue","auto-info 123.5","","6","Restauration à proximité","clubulmdebourgogne@free.fr","+33 3 85 26 22 85","Piste située sur un Hippodrome actif le 3° dimanche de Juillet et le 15 août."
"","LF7152","Peronne Moulin Chevraut","Base ULM Accès privé","8/04/2011","24/12/2015","20/01/2016","46.433056, 4.801666999999952","N 46 25 59","E 004 48 06","755 ft","Tour de piste par le sud, atterrissage  en 06, décollage en 24. 180m de plat puis en légère monté sur 150m.","1","herbe","","20","330","'06-24","herbe","","","","'Inconnue","","","","","ulm71260@gmail.com","+33 3 85 36 90 65",""
"","LF7153","Brancion","Base ULM Autorisation OBLIGATOIRE ","2/12/2011","28/01/2016","2/02/2016","46.53998789603498, 4.792223394181974","N 46 32 24","E 004 47 32","1310 ft","PPR : AUTORISATION OBLIGATOIRE. Bonne surface mais entourée d'arbres, rabattants quel que soit le sens du vent. Piste sous la LF-R45-SUD, 800ft/2600ft ASFC. .","1","herbe","","35","350","'01-19","herbe","","","","'Inconnue","123.5","","6,4","Restauration à proximité, Gîte à proximité","millionjacques@gmail.com","+33 6 07 04 77 02","Un diplôme de pilote 'burné' à 'très sévèrement burné' sera remis à chacun selon les conditions météo !Prière de ne pas survoler l'hôtel et les villages proches à très basse altitude.Autorisation indispensable"
"","LF7228","Piacé","Base ULM ouverte tous types","8/03/2011","22/12/2015","30/12/2015","48.271167623974456, 0.10402752513118685","N 48 16 16","E 000 06 14","305 ft","Piste légèrement bombée  Legers rabattants selon météo","1","herbe","","30","250","'10-28","herbe","","","","'Inconnue","Auto info 123.5","","6,2,4,5","Restauration à proximité, Hangar possible, Gîte à proximité, Camping possible","lecourtjp@aliceadsl.fr","+33 2 43 97 16 95","Merci de prévénir avant passageEcole paramoteur"
"","LF7229","Crosmières","Base ULM Accès privé","8/03/2011","11/01/2017","13/01/2017","47.751139754213106, -0.14751091003416317","N 47 45 04","W 000 08 51","190 ft","Attention pour les atterrissages en 09, ligne EDF 8 m de hauteur, qui longe la route perpendiculaire à la piste qui va vers le village. Tour de piste au Nord impératif. survol des habitations aux sud de la piste interdit","1","herbe","'27","20","400","'09-27","herbe","","","","'Inconnue","Auto-info 123.5","SP98 (réserver)","3,6,5","Restauration sur place, Restauration à proximité, Camping possible","phgirardeau@wanadoo.fr","+33 6 84 75 20 15","possibilité d'appro SP98 sur place si on prévientResto dans le village à 600 m Philippe & Roselyne proposent un hébergement à toutes personnes désireuses de passer une ou plusieurs nuits sur la plate-forme de Crosmières.Un mobil homeest a votre disposition"
"oui","LF7251","Montaillé (St Calais)","Aérodrome fermé.","18/06/2011","30/11/2014","18/08/2015","47.94032440963489, 0.6868600845336914","N 47 56 25","E 000 41 13","555 ft","Aérodrome privé, pas de visiteurs. Posé impossible cloture sur la piste","1","herbe","","0","350","'10-28","herbe","","","","'Inconnue","auto-info 123.5","","","","","",""
"","LF7252","Commerveil","Base ULM Autorisation OBLIGATOIRE ","9/06/2011","22/12/2015","30/12/2015","48.315556, 0.3550000000000182","N 48 18 56","E 000 21 18","361 ft","La piste 07/25 est utilisée pour atterrissage par vent très fort. Soyez silencieux : verticale 400 m. Survol du bourg interdit.","2","herbe","","25","280","'16-34","herbe","","","","'07-25","123.5","","","","jc.briant@hotmail.fr","+33 6 81 01 27 55",""
"","LF7253","Saint Pierre de Chevillé ","Base ULM Autorisation OBLIGATOIRE ","8/03/2011","21/12/2015","30/12/2015","47.633361919469, 0.45224250793455667","N 47 38 00","E 000 27 08","160 ft","Ligne éléctrique 1500 Volt à 80 mètres ouest de la piste","1","herbe","","40","365","'17-35","herbe","","","","'Inconnue","","","","","","+33 6 83 89 19 79",""
"oui","LF7255","Château de Monhoudou ","Aérodrome fermé.","8/03/2011","21/12/2015","1/09/2017","48.274444, 0.3250000000000455","N 48 16 28","E 000 19 30","361 ft","PPR : Aérodrome privé.  Circuit 1000 ft QNH (640 ft QFE) côté ouest : 20 main droite et 02 main gauche. Seuils décalés de 120 m en 20 et de 220 m en 02 (ligne électrique et arbres (20 m) en seuil 02).","1","herbe","","20","720","'02-20","herbe","","","","'Inconnue","","","","invalid","michel.demonhoudou@gmail.com","+33 6 83 35 39 12","Merci de prévenir de votre arrivée à l'aide du document à télécharger sur  www.monhoudou.com. Vous trouverez également sur ce site un plan du terrain et du circuit de piste.Octobre 2015 : Il semble que ce domaine n'existe plus. a vérifier impérativement avant de vous y rendre."
"","LF7256","Saint Cosme en Vairais","Base ULM Fermée temporairement ","3/06/2011","15/09/2015","17/09/2015","48.261944444444445, 0.42222222222221717","N 48 15 43","E 000 25 20","250 ft","PPR : Plate-forme occasionnelle , contacter avant toute arrivée. Attention, fossé au début du seuil (04) et ligne EDF en approche (22). Actuellement en culture agricole. Piste fermée.","1","herbe","'04","25","300","'04-22","herbe","","","","'Inconnue","123.500","","","","rollandchevallier@sfr.fr","+33 6 84 38 55 50","Actuellement en culture, donc atterrissage impossible."
"oui","LF7257","Rouessé-Fontaine","Base ULM Fermée temporairement ","1/10/2011","7/07/2015","6/08/2015","48.315139287715, 0.1611793041229248","N 48 18 55","E 000 09 40","465 ft","ATTENTION : Piste fermée.","1","herbe","'14","40","320","'14-32","herbe","","","","'Inconnue","123,500","Station à 5 km","6,2,4,5","Restauration à proximité, Hangar possible, Gîte à proximité, Camping possible","rollandchevallier@sfr.fr","+33 6 84 38 55 50","ATTENTION: Piste fermée. Plus de piste entretenue jusqu'à nouvel avis. Actuellement en culture agricole."
"","LF7258","Assé le Riboul","Aérodrome Privé Ouvert aux ULM","26/06/2011","18/02/2016","25/02/2016","48.19515050866, 0.09946590211654893","N 48 11 43","E 000 05 58","300 ft","Suivant l'orientation du vent, la piste 09 est préférentielle au décollage et la piste 27 est préférentielle à l'atterrissage ! Ne jamais survoler le village d'Assé-le-Riboul.","1","herbe","'27","20","390","'09-27","herbe","","","","'Inconnue","123.500","Dép.possible","6,2,4,5,1","Restauration à proximité, Hangar possible, Gîte à proximité, Camping possible, Atelier ULM","rollandchevallier@sfr.fr","+33 6 84 38 55 50","Appeller le gestionnaire avant toute prévision d'atterissage ou de déplacementau 06 84 38 55 50. Un simple texto ou un simple courriel suffit."
"oui","LF7321","Col de la Fenêtre","Altisurface fermée","8/03/2011","6/12/2013","10/12/2013","45.351389, 6.488889","N 45 21 05","E 006 29 20","7200 ft","Altisurface utilisable en hiver par neige avec skis. Sol naturel enneigé non aménagé, profil convexe. Zone utilisable de forme trapézoidale, donc différents axes d'atterrissage autour du 250° et autant de décollage 070°. Chalets au col de la Fenêtre à 500m au Nord.","1","neige","'25","20","400","'07-25","","","","","","","","","","","+33 4 79 08 61 33",""
"","LF7322","Glacier de l'Etendard","AltiSurface en service ","8/03/2011","6/11/2015","8/11/2015","45.1625, 6.166667","N 45 09 45","E 006 10 00","9514 ft","crevasses sur la 'Bosse à Collot'","1","neige","","","","'18-36","herbe","","","","'Inconnue","","","","","","+33 4 79 08 61 33","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"oui","LF7323","Glacier de la Chiaupe Champagn","Altisurface fermée","8/03/2011","6/12/2013","10/12/2013","45.491667, 6.775","N 45 29 30","E 006 46 30","10170 ft","Altisurface utilisable sur glacier en hiver, atterrissage en 09 face au sommet de Bellecôte (3417m), décollage en 27. Glacier situé coté versant du Doron de Bozel (et sur la commune de Champagny-en-Venoise) mais accessible par téléskis par le versant de l'Isère (et par la Plagne). http://www.paradiski.com/skiplan/skiplan.htm ","1","neige","","","","'09-27","","","","","","","","","","","",""
"","LF7324","Glacier de la Grande Motte","AltiSurface en service ","8/03/2011","27/02/2016","29/02/2016","45.42499977777778, 6.894444777777835","N 45 25 30","E 006 53 40","9564 ft","pente: en partie basse de 30%, en partie haute de 2 à 5% hiver / Proximité Parc National (forte amende si incursion)","1","neige","","","1200","'Inconnue","herbe","","","","'Inconnue","","","","","","+33 4 79 08 61 33","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF7325","La Tovière","AltiSurface en service ","8/03/2011","24/07/2015","9/08/2015","45.465556, 6.934167","N 45 27 56","E 006 56 03","7350 ft","att 30 - dec 12 - tdp main droite - neige ou herbe sol lourd sur 100m après forte pluieligne elec 200kV à l'EST et coupant la finale + nombreux câbles pylône non balisé 700m axe G décollage","1","neige","'30","40","330","'12-30","herbe","","","","'Inconnue","130.00","","","","","+33 4 79 08 61 33","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668.Abri sur plateforme.Damage non assuré."
"","LF7327","Val Thorens Alti","AltiSurface en service ","8/03/2011","28/08/2017","30/08/2017","45.28194400000001, 6.57361100000001","N 45 16 55","E 006 34 25","8100 ft","Base main gauche (côté Nord) à 8300 ft Atter en 10 déco en 28 Remise de gaz possible en finale 10 par dégagement à gauche, côté Nord. . pente 8% régulière","2","terre","'10","15","370","'10-28","neige","'10","20","400","'10-28","130.00","","","invalid","","","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF7328","Valmorel","AltiSurface en service ","8/03/2011","9/09/2015","23/09/2015","45.441667, 6.418056","N 45 26 30","E 006 25 05","6332 ft","Utilisable seulement en hiver par neige avec skis. Sol naturel.","1","neige","","40","280","'05-23","herbe","","","","'Inconnue","","","","","","+33 4 79 08 61 33","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"","LF7329","Vaugellaz","AltiSurface en service ","8/03/2011","27/02/2016","29/02/2016","45.606944, 6.709444","N 45 36 25","E 006 42 34","6627 ft","Utilisable seulement en hiver par neige avec des skis. 2 pistes avec plateforme de 50 par 50m au sommet du dôme prolongeant les 2 pistes. Sol naturel non entretenu.  - Vols de Parapentes sur les Reliefs.   - Paragliding flights over Mountains.","2","neige","","30","120","'10-28","neige","","40","240","'09-27","","","","","","+33 4 79 07 04 35","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
"oui","LF7330","La Rosière Montvalezan","Altisurface fermée","8/03/2011","16/12/2013","24/04/2014","45.625, 6.8588889999999765","N 45 37 30","E 006 51 32","6200 ft","DÉFINITIVEMENT FERMEEsource AFPM nov2013","1","herbe","","50","320","'16-34","herbe","","","","'Inconnue","","","","","","+33 4 79 08 61 33","Avions : Qualification Montagne requise.ULM : Libre d'accès.Se rapprocher de l'AFPM http://www.afpm.fr pour plus de renseignements."
"","LF7331","Praz Sauge et Pré Vernay","AltiSurface en service ","8/03/2011","28/08/2017","30/08/2017","45.188889, 6.253056000000015","N 45 11 20","E 006 15 11","5950 ft","ATT 19 DEC 01 main droite - pente 15%- herbe ou neige","1","herbe","","50","330","'01-19","herbe","","","","'Inconnue","130.00","","","invalid","","+33 4 79 59 70 08","Pilotes avion : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668.Parking pouvant être humide et mou. Ne pas utiliser avant 0900 et éviter entre 1200 et 1400 en juillet et août."
"","LF7332","Valloire Bonnenuit","AltiSurface en service ","8/03/2011","28/08/2017","30/08/2017","45.121111, 6.419443999999999","N 45 07 16","E 006 25 10","5600 ft","att 18 - dec 36 - tdp main gauche à 6100 ft En vent arrière longer les lignes électriques. Tourner en base aux terrains de tennis.cable à foin à droite de la pisteaérologie délicate (sur vent de vallée - venturi - possible en finale )","1","dur","'18","30","290","'18-36","herbe","","","","'Inconnue","130.00","","6,2,4","Restauration à proximité, Hangar possible, Gîte à proximité","desponds@modulonet.fr","+33 6 80 37 28 26","Vols de Parapentes sur les Reliefs.Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter TOUSSAINT Franck (référent technique vol ski) 0687564443, ou VIALLET Michel (Accueil et logistique) 0608913739.Refuge 04-79-59-02-00Gite La Poutre 04-79-59-08-75resto à 200m en direction du galibierabri avion sur rdv"
"","LF7333","Vers le col du Palet","AltiSurface en service ","8/03/2011","27/02/2016","7/04/2016","45.450555555556015, 6.883376248677564","N 45 27 02","E 006 53 00","8005 ft","Proximité du Parc National. SVP moindre bruit.Utilisable en toutes saisons : herbe ou neige.","1","herbe","'27","35","270","'09-27","herbe","","","","'Inconnue","","","","","laurentbardo@hotmail.com","+33 4 79 40 06 40","Avions : Qualification Montagne requise.ULM : Libre d'accès.PILOTES ULM : Pour votre sécurité et pour obtenir les dernières consignes, veuillez contacter le PNVM (Pôle National Vol Montagne) au 0698282850 ou 0683512668."
